hecking tx_Data_request for 793365 times 
[44.0] Checking tx_Data_request for 793942 times 
[44.0] Checking tx_Data_request for 793943 times 
[44.0] Checking tx_Data_request for 793944 times 
[44.0] Checking tx_Data_request for 793945 times 
[44.0] Checking tx_Data_request for 793946 times 
[44.0] Checking tx_Data_request for 793947 times 
[44.0] Checking tx_Data_request for 793948 times 
[44.0] Checking tx_Data_request for 793949 times 
[44.0] Checking tx_Data_request for 793950 times 
[44.0] Checking tx_Data_request for 793951 times 
[44.0] Checking tx_Data_request for 793952 times 
[44.0] Checking tx_Data_request for 793953 times 
[44.0] Checking tx_Data_request for 793954 times 
[44.0] Checking tx_Data_request for 793955 times 
[44.0] Checking tx_Data_request for 793956 times 
[44.0] Checking tx_Data_request for 793957 times 
[44.0] Checking tx_Data_request for 793958 times 
[44.0] Checking tx_Data_request for 793959 times 
[44.0] Checking tx_Data_request for 793960 times 
[44.0] Checking tx_Data_request for 793961 times 
[44.0] Checking tx_Data_request for 793962 times 
[44.0] Checking tx_Data_request for 793963 times 
[44.0] Checking tx_Data_request for 793964 times 
[44.0] Checking tx_Data_request for 793965 times 
[44.0] Checking tx_Data_request for 793966 times 
[44.0] Checking tx_Data_request for 793967 times 
[44.0] Checking tx_Data_request for 793968 times 
[44.0] Checking tx_Data_request for 793969 times 
[44.0] Checking tx_Data_request for 793970 times 
[44.0] Checking tx_Data_request for 793971 times 
[44.0] Checking tx_Data_request for 793972 times 
[44.0] Checking tx_Data_request for 793973 times 
[44.0] Checking tx_Data_request for 793974 times 
[44.0] Checking tx_Data_request for 793975 times 
[44.0] Checking tx_Data_request for 793976 times 
[44.0] Checking tx_Data_request for 793977 times 
[44.0] Checking tx_Data_request for 793978 times 
[44.0] Checking tx_Data_request for 793979 times 
[44.0] Checking tx_Data_request for 793980 times 
[44.0] Checking tx_Data_request for 793981 times 
[44.0] Checking tx_Data_request for 793982 times 
[44.0] Checking tx_Data_request for 793983 times 
[44.0] Checking tx_Data_request for 793984 times 
[44.0] Checking tx_Data_request for 793985 times 
[44.0] Checking tx_Data_request for 793986 times 
[44.0] Checking tx_Data_request for 793987 times 
[44.0] Checking tx_Data_request for 793988 times 
[44.0] Checking tx_Data_request for 793989 times 
[44.0] Checking tx_Data_request for 793990 times 
[44.0] Checking tx_Data_request for 793991 times 
[44.0] Checking tx_Data_request for 793992 times 
[44.0] Checking tx_Data_request for 793993 times 
[44.0] Checking tx_Data_request for 793994 times 
[44.0] Checking tx_Data_request for 793995 times 
[44.0] Checking tx_Data_request for 793996 times 
[44.0] Checking tx_Data_request for 793997 times 
[44.0] Checking tx_Data_request for 793998 times 
[44.0] Checking tx_Data_request for 793999 times 
[44.0] Checking tx_Data_request for 794000 times 
[44.0] Checking tx_Data_request for 794001 times 
[44.0] Checking tx_Data_request for 794002 times 
[44.0] Checking tx_Data_request for 794003 times 
[44.0] Checking tx_Data_request for 794004 times 
[44.0] Checking tx_Data_request for 794005 times 
[44.0] Checking tx_Data_request for 794006 times 
[44.0] Checking tx_Data_request for 794007 times 
[44.0] Checking tx_Data_request for 794008 times 
[44.0] Checking tx_Data_request for 794009 times 
[44.0] Checking tx_Data_request for 794010 times 
[44.0] Checking tx_Data_request for 794011 times 
[44.0] Checking tx_Data_request for 794012 times 
[44.0] Checking tx_Data_request for 794013 times 
[44.0] Checking tx_Data_request for 794014 times 
[44.0] Checking tx_Data_request for 794015 times 
[44.0] Checking tx_Data_request for 794016 times 
[44.0] Checking tx_Data_request for 794017 times 
[44.0] Checking tx_Data_request for 794018 times 
[44.0] Checking tx_Data_request for 794019 times 
[44.0] Checking tx_Data_re[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mquest for 794020 times 
[44.0] Checking tx_Data_request for 794021 times 
[44.0] Checking tx_Data_request for 794022 times 
[44.0] Checking tx_Data_request for 794023 times 
[44.0] Checking tx_Data_request for 794024 times 
[44.0] Checking tx_Data_request for 794025 times 
[44.0] Checking tx_Data_request for 794026 times 
[44.0] Checking tx_Data_request for 794027 times 
[44.0] Checking tx_Data_request for 794028 times 
[44.0] Checking tx_Data_request for 794029 times 
[44.0] Checking tx_Data_request for 794030 times 
[44.0] Checking tx_Data_request for 794031 times 
[44.0] Checking tx_Data_request for 794032 times 
[44.0] Checking tx_Data_request for 794033 times 
[44.0] Checking tx_Data_request for 794034 times 
[44.0] Checking tx_Data_request for 794035 times 
[44.0] Checking tx_Data_request for 794036 times 
[44.0] Checking tx_Data_request for 794037 times 
[44.0] Checking tx_Data_request for 794038 times 
[44.0] Checking tx_Data_request for 794039 times 
[44.0] Checking tx_Data_request for 794040 times 
[44.0] Checking tx_Data_request for 794041 times 
[44.0] Checking tx_Data_request for 794042 times 
[44.0] Checking tx_Data_request for 794043 times 
[44.0] Checking tx_Data_request for 794044 times 
[44.0] Checking tx_Data_request for 794045 times 
[44.0] Checking tx_Data_request for 794046 times 
[44.0] Checking tx_Data_request for 794047 times 
[44.0] Checking tx_Data_request for 794048 times 
[44.0] Checking tx_Data_request for 794049 times 
[44.0] Checking tx_Data_request for 794050 times 
[44.0] Checking tx_Data_request for 794051 times 
[44.0] Checking tx_Data_request for 794052 times 
[44.0] Checking tx_Data_request for 794053 times 
[44.0] Checking tx_Data_request for 794054 times 
[44.0] Checking tx_Data_request for 794055 times 
[44.0] Checking tx_Data_request for 794056 times 
[44.0] Checking tx_Data_request for 794057 times 
[44.0] Checking tx_Data_request for 794058 times 
[44.0] Checking tx_Data_request for 794059 times 
[44.0] Checking tx_Data_request for 794060 times 
[44.0] Checking tx_Data_request for 794061 times 
[44.0] Checking tx_Data_request for 794062 times 
[44.0] Checking tx_Data_request for 794063 times 
[44.0] Checking tx_Data_request for 794064 times 
[44.0] Checking tx_Data_request for 794065 times 
[44.0] Checking tx_Data_request for 794066 times 
[44.0] Checking tx_Data_request for 794067 times 
[44.0] Checking tx_Data_request for 794068 times 
[44.0] Checking tx_Data_request for 794069 times 
[44.0] Checking tx_Data_request for 794070 times 
[44.0] Checking tx_Data_request for 794071 times 
[44.0] Checking tx_Data_request for 794072 times 
[44.0] Checking tx_Data_request for 794073 times 
[44.0] Checking tx_Data_request for 794074 times 
[44.0] Checking tx_Data_request for 794075 times 
[44.0] Checking tx_Data_request for 794076 times 
[44.0] Checking tx_Data_request for 794077 times 
[44.0] Checking tx_Data_request for 794078 times 
[44.0] Checking tx_Data_request for 794079 times 
[44.0] Checking tx_Data_request for 794080 times 
[44.0] Checking tx_Data_request for 794081 times 
[44.0] Checking tx_Data_request for 794082 times 
[44.0] Checking tx_Data_request for 794083 times 
[44.0] Checking tx_Data_request for 794084 times 
[44.0] Checking tx_Data_request for 794085 times 
[44.0] Checking tx_Data_request for 794086 times 
[44.0] Checking tx_Data_request for 794087 times 
[44.0] Checking tx_Data_request for 794088 times 
[44.0] Checking tx_Data_request for 794089 times 
[44.0] Checking tx_Data_request for 794090 times 
[44.0] Checking tx_Data_request for 794091 times 
[44.0] Checking tx_Data_request for 794092 times 
[44.0] Checking tx_Data_request for 794093 times 
[44.0] Checking tx_Data_request for 794094 times 
[44.0] Checking tx_Data_request for 794095 times 
[44.0] Checking tx_Data_request for 794096 times 
[44.0] Checking tx_Data_request for 794097 times 
[44.0] Checking tx_Data_request for 794098 times 
[44.0] Checking tx_Data_request for 794099 times 
[44.0] Checking tx_Data_request for 794100 times 
[44.0] Checking tx_Data_request for 794101 times 
[44.0] Checking tx_Dat[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0ma_request for 794102 times 
[44.0] Checking tx_Data_request for 794103 times 
[44.0] Checking tx_Data_request for 794104 times 
[44.0] Checking tx_Data_request for 794105 times 
[44.0] Checking tx_Data_request for 794106 times 
[44.0] Checking tx_Data_request for 794107 times 
[44.0] Checking tx_Data_request for 794108 times 
[44.0] Checking tx_Data_request for 794109 times 
[44.0] Checking tx_Data_request for 794110 times 
[44.0] Checking tx_Data_request for 794111 times 
[44.0] Checking tx_Data_request for 794112 times 
[44.0] Checking tx_Data_request for 794113 times 
[44.0] Checking tx_Data_request for 794114 times 
[44.0] Checking tx_Data_request for 794115 times 
[44.0] Checking tx_Data_request for 794116 times 
[44.0] Checking tx_Data_request for 794117 times 
[44.0] Checking tx_Data_request for 794118 times 
[44.0] Checking tx_Data_request for 794119 times 
[44.0] Checking tx_Data_request for 794120 times 
[44.0] Checking tx_Data_request for 794121 times 
[44.0] Checking tx_Data_request for 794122 times 
[44.0] Checking tx_Data_request for 794123 times 
[44.0] Checking tx_Data_request for 794124 times 
[44.0] Checking tx_Data_request for 794125 times 
[44.0] Checking tx_Data_request for 794126 times 
[44.0] Checking tx_Data_request for 794127 times 
[44.0] Checking tx_Data_request for 794128 times 
[44.0] Checking tx_Data_request for 794129 times 
[44.0] Checking tx_Data_request for 794130 times 
[44.0] Checking tx_Data_request for 794131 times 
[44.0] Checking tx_Data_request for 794132 times 
[44.0] Checking tx_Data_request for 794133 times 
[44.0] Checking tx_Data_request for 794134 times 
[44.0] Checking tx_Data_request for 794135 times 
[44.0] Checking tx_Data_request for 794136 times 
[44.0] Checking tx_Data_request for 794137 times 
[44.0] Checking tx_Data_request for 794138 times 
[44.0] Checking tx_Data_request for 794139 times 
[44.0] Checking tx_Data_request for 794140 times 
[44.0] Checking tx_Data_request for 794141 times 
[44.0] Checking tx_Data_request for 794142 times 
[44.0] Checking tx_Data_request for 794143 times 
[44.0] Checking tx_Data_request for 794144 times 
[44.0] Checking tx_Data_request for 794145 times 
[44.0] Checking tx_Data_request for 794146 times 
[44.0] Checking tx_Data_request for 794147 times 
[44.0] Checking tx_Data_request for 794148 times 
[44.0] Checking tx_Data_request for 794149 times 
[44.0] Checking tx_Data_request for 794150 times 
[44.0] Checking tx_Data_request for 794151 times 
[44.0] Checking tx_Data_request for 794152 times 
[44.0] Checking tx_Data_request for 794153 times 
[44.0] Checking tx_Data_request for 794154 times 
[44.0] Checking tx_Data_request for 794155 times 
[44.0] Checking tx_Data_request for 794156 times 
[44.0] Checking tx_Data_request for 794157 times 
[44.0] Checking tx_Data_request for 794158 times 
[44.0] Checking tx_Data_request for 794159 times 
[44.0] Checking tx_Data_request for 794160 times 
[44.0] Checking tx_Data_request for 794161 times 
[44.0] Checking tx_Data_request for 794162 times 
[44.0] Checking tx_Data_request for 794163 times 
[44.0] Checking tx_Data_request for 794164 times 
[44.0] Checking tx_Data_request for 794165 times 
[44.0] Checking tx_Data_request for 794166 times 
[44.0] Checking tx_Data_request for 794167 times 
[44.0] Checking tx_Data_request for 794168 times 
[44.0] Checking tx_Data_request for 794169 times 
[44.0] Checking tx_Data_request for 794170 times 
[44.0] Checking tx_Data_request for 794171 times 
[44.0] Checking tx_Data_request for 794172 times 
[44.0] Checking tx_Data_request for 794173 times 
[44.0] Checking tx_Data_request for 794174 times 
[44.0] Checking tx_Data_request for 794175 times 
[44.0] Checking tx_Data_request for 794176 times 
[44.0] Checking tx_Data_request for 794177 times 
[44.0] Checking tx_Data_request for 794178 times 
[44.0] Checking tx_Data_request for 794179 times 
[44.0] Checking tx_Data_request for 794180 times 
[44.0] Checking tx_Data_request for 794181 times 
[44.0] Checking tx_Data_request for 794182 times 
[44.0] Checking tx_Data_request for 794183 times 
[44.0] Checking tx[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m_Data_request for 794184 times 
[44.0] Checking tx_Data_request for 794185 times 
[44.0] Checking tx_Data_request for 794186 times 
[44.0] Checking tx_Data_request for 794187 times 
[44.0] Checking tx_Data_request for 794188 times 
[44.0] Checking tx_Data_request for 794189 times 
[44.0] Checking tx_Data_request for 794190 times 
[44.0] Checking tx_Data_request for 794191 times 
[44.0] Checking tx_Data_request for 794192 times 
[44.0] Checking tx_Data_request for 794193 times 
[44.0] Checking tx_Data_request for 794194 times 
[44.0] Checking tx_Data_request for 794195 times 
[44.0] Checking tx_Data_request for 794196 times 
[44.0] Checking tx_Data_request for 794197 times 
[44.0] Checking tx_Data_request for 794198 times 
[44.0] Checking tx_Data_request for 794199 times 
[44.0] Checking tx_Data_request for 794200 times 
[44.0] Checking tx_Data_request for 794201 times 
[44.0] Checking tx_Data_request for 794202 times 
[44.0] Checking tx_Data_request for 794203 times 
[44.0] Checking tx_Data_request for 794204 times 
[44.0] Checking tx_Data_request for 794205 times 
[44.0] Checking tx_Data_request for 794206 times 
[44.0] Checking tx_Data_request for 794207 times 
[44.0] Checking tx_Data_request for 794208 times 
[44.0] Checking tx_Data_request for 794209 times 
[44.0] Checking tx_Data_request for 794210 times 
[44.0] Checking tx_Data_request for 794211 times 
[44.0] Checking tx_Data_request for 794212 times 
[44.0] Checking tx_Data_request for 794213 times 
[44.0] Checking tx_Data_request for 794214 times 
[44.0] Checking tx_Data_request for 794215 times 
[44.0] Checking tx_Data_request for 794216 times 
[44.0] Checking tx_Data_request for 794217 times 
[44.0] Checking tx_Data_request for 794218 times 
[44.0] Checking tx_Data_request for 794219 times 
[44.0] Checking tx_Data_request for 794220 times 
[44.0] Checking tx_Data_request for 794221 times 
[44.0] Checking tx_Data_request for 794222 times 
[44.0] Checking tx_Data_request for 794223 times 
[44.0] Checking tx_Data_request for 794224 times 
[44.0] Checking tx_Data_request for 794225 times 
[44.0] Checking tx_Data_request for 794226 times 
[44.0] Checking tx_Data_request for 794227 times 
[44.0] Checking tx_Data_request for 794228 times 
[44.0] Checking tx_Data_request for 794229 times 
[44.0] Checking tx_Data_request for 794230 times 
[44.0] Checking tx_Data_request for 794231 times 
[44.0] Checking tx_Data_request for 794232 times 
